employee_id,churn_probability,shap_main_driver_feature,shap_main_driver_value,shap_driver_direction
129,0.9982950091362,satisfaction_level,4.577963829040527,Increases exit risk
130,0.9873099327087402,is_project_extreme,2.1496613025665283,Increases exit risk
131,0.999842643737793,satisfaction_level,4.462344646453857,Increases exit risk
132,0.9955096244812012,is_project_extreme,2.369661808013916,Increases exit risk
133,0.9942108392715454,time_spend_company,1.5086981058120728,Increases exit risk
134,0.9973413348197937,is_project_extreme,2.331752300262451,Increases exit risk
135,0.9970867037773132,is_project_extreme,2.018096685409546,Increases exit risk
136,0.994115948677063,number_project,2.36602783203125,Increases exit risk
137,0.9979985356330872,satisfaction_level,4.735313415527344,Increases exit risk
138,0.9980376362800598,is_project_extreme,2.2812516689300537,Increases exit risk
139,0.9919688105583191,time_spend_company,1.5831916332244873,Increases exit risk
140,0.9890773296356201,time_spend_company,1.5131715536117554,Increases exit risk
141,0.9984277486801147,satisfaction_level,4.443569660186768,Increases exit risk
142,0.9958813190460205,is_project_extreme,2.1924009323120117,Increases exit risk
143,0.9980428218841553,satisfaction_level,4.823581218719482,Increases exit risk
144,0.9973402619361877,is_project_extreme,2.3767693042755127,Increases exit risk
145,0.9932025671005249,time_spend_company,1.636622428894043,Increases exit risk
146,0.9961832165718079,is_project_extreme,2.011465072631836,Increases exit risk
147,0.9879443645477295,risk_score_raw,1.6333167552947998,Increases exit risk
148,0.9997984766960144,satisfaction_level,4.0089521408081055,Increases exit risk
149,0.984706699848175,risk_score_raw,1.604792594909668,Increases exit risk
150,0.9951826930046082,is_project_extreme,2.004695415496826,Increases exit risk
151,0.9986997842788696,satisfaction_level,4.420126438140869,Increases exit risk
152,0.9958165287971497,is_project_extreme,2.377493381500244,Increases exit risk
153,0.9945111274719238,is_project_extreme,1.9970834255218506,Increases exit risk
154,0.9969661831855774,is_project_extreme,2.072887897491455,Increases exit risk
155,0.9924637079238892,is_project_extreme,2.0856144428253174,Increases exit risk
156,0.9998005032539368,satisfaction_level,4.100376129150391,Increases exit risk
157,0.9981135129928589,risk_score_raw,1.4849958419799805,Increases exit risk
158,0.9998262524604797,satisfaction_level,4.079270839691162,Increases exit risk
159,0.997675359249115,is_project_extreme,2.1427550315856934,Increases exit risk
160,0.995265007019043,is_project_extreme,2.0389373302459717,Increases exit risk
161,0.99993896484375,satisfaction_level,4.311801910400391,Increases exit risk
162,0.9936696887016296,risk_score_raw,1.5930765867233276,Increases exit risk
163,0.996614396572113,is_project_extreme,2.342639446258545,Increases exit risk
164,0.9896601438522339,risk_score_raw,1.5499213933944702,Increases exit risk
165,0.9954226613044739,risk_score_raw,1.5040853023529053,Increases exit risk
166,0.9999321699142456,satisfaction_level,4.317727088928223,Increases exit risk
167,0.9981589913368225,is_project_extreme,2.1222479343414307,Increases exit risk
168,0.7154563665390015,average_montly_hours,0.7917749285697937,Increases exit risk
169,0.9038211107254028,is_project_extreme,1.6933495998382568,Increases exit risk
170,0.9920891523361206,is_project_extreme,2.017254114151001,Increases exit risk
171,0.9890059232711792,risk_score_raw,1.5198835134506226,Increases exit risk
172,0.9972813129425049,is_project_extreme,2.325305223464966,Increases exit risk
173,0.9995409250259399,satisfaction_level,4.119163990020752,Increases exit risk
174,0.9986240863800049,satisfaction_level,4.46644926071167,Increases exit risk
175,0.7771665453910828,satisfaction_level,-1.0043808221817017,Reduces exit risk
176,0.3498448133468628,is_project_extreme,-0.9007947444915771,Reduces exit risk
177,0.9960428476333618,is_project_extreme,2.05922794342041,Increases exit risk
178,0.9952852129936218,is_project_extreme,2.004441499710083,Increases exit risk
179,0.9974873065948486,is_project_extreme,2.3024280071258545,Increases exit risk
180,0.9998314380645752,satisfaction_level,3.9304823875427246,Increases exit risk
181,0.9959945678710938,is_project_extreme,2.0040712356567383,Increases exit risk
182,0.9985200762748718,satisfaction_level,4.605604648590088,Increases exit risk
183,0.9958131909370422,time_spend_company,1.7211447954177856,Increases exit risk
184,0.9983475208282471,satisfaction_level,4.476641654968262,Increases exit risk
185,0.9937103986740112,is_project_extreme,1.9737460613250732,Increases exit risk
186,0.9966766834259033,is_project_extreme,2.0280799865722656,Increases exit risk
187,0.9998455047607422,satisfaction_level,4.0001325607299805,Increases exit risk
188,0.9959704875946045,is_project_extreme,1.9893087148666382,Increases exit risk
189,0.9946150183677673,is_project_extreme,2.1088690757751465,Increases exit risk
190,0.9941965341567993,is_project_extreme,2.3637747764587402,Increases exit risk
191,0.9996272325515747,satisfaction_level,4.716071605682373,Increases exit risk
192,0.7688758969306946,time_spend_company,0.6416621208190918,Increases exit risk
193,0.9824591875076294,risk_score_raw,1.6289821863174438,Increases exit risk
194,0.9974340796470642,satisfaction_level,4.505926609039307,Increases exit risk
195,0.9944475889205933,time_spend_company,1.4701480865478516,Increases exit risk
196,0.9998005032539368,satisfaction_level,4.049752712249756,Increases exit risk
197,0.9484962224960327,number_project,2.2209908962249756,Increases exit risk
198,0.9985736608505249,satisfaction_level,4.987521171569824,Increases exit risk
199,0.999366819858551,satisfaction_level,4.152210712432861,Increases exit risk
200,0.9828850030899048,risk_score_raw,1.3684535026550293,Increases exit risk
201,0.9844639897346497,risk_score_raw,1.8300057649612427,Increases exit risk
202,0.9977006316184998,is_project_extreme,2.143430709838867,Increases exit risk
203,0.9969225525856018,risk_score_raw,1.4959161281585693,Increases exit risk
204,0.9987844824790955,satisfaction_level,4.813520908355713,Increases exit risk
205,0.9927269220352173,risk_score_raw,1.5695717334747314,Increases exit risk
206,0.994455873966217,is_project_extreme,2.140794277191162,Increases exit risk
207,0.9902383089065552,time_spend_company,1.5501360893249512,Increases exit risk
208,0.9814633131027222,time_spend_company,1.45364511013031,Increases exit risk
209,0.9976905584335327,is_project_extreme,2.3376259803771973,Increases exit risk
210,0.9954842329025269,is_project_extreme,2.0816967487335205,Increases exit risk
211,0.9965623021125793,is_project_extreme,1.9667078256607056,Increases exit risk
212,0.9842647314071655,average_montly_hours,4.585215091705322,Increases exit risk
213,0.9976843595504761,risk_score_raw,1.5488847494125366,Increases exit risk
214,0.992115318775177,is_project_extreme,2.1078598499298096,Increases exit risk
215,0.9969375133514404,is_project_extreme,2.3756954669952393,Increases exit risk
216,0.9851769208908081,is_project_extreme,1.9482824802398682,Increases exit risk
217,0.9869121313095093,is_project_extreme,2.1378843784332275,Increases exit risk
218,0.9948886036872864,risk_score_raw,1.6596814393997192,Increases exit risk
219,0.9973056316375732,is_project_extreme,2.0523483753204346,Increases exit risk
220,0.9888119697570801,time_spend_company,1.5567753314971924,Increases exit risk
221,0.9968872666358948,satisfaction_level,4.54948616027832,Increases exit risk
222,0.9979965090751648,is_project_extreme,2.0645673274993896,Increases exit risk
223,0.9948829412460327,is_project_extreme,2.112847089767456,Increases exit risk
224,0.993895947933197,time_spend_company,1.5958396196365356,Increases exit risk
225,0.9967405200004578,is_project_extreme,2.366661787033081,Increases exit risk
226,0.9940192699432373,risk_score_raw,1.7357280254364014,Increases exit risk
227,0.9949008226394653,is_project_extreme,2.019029378890991,Increases exit risk
228,0.9959173798561096,is_project_extreme,2.030776023864746,Increases exit risk
229,0.9919478297233582,time_spend_company,1.5404495000839233,Increases exit risk
230,0.9901421666145325,risk_score_raw,1.383559226989746,Increases exit risk
231,0.996707558631897,is_project_extreme,2.0821516513824463,Increases exit risk
232,0.9937474727630615,risk_score_raw,1.526916742324829,Increases exit risk
233,0.9982157945632935,satisfaction_level,4.556456089019775,Increases exit risk
234,0.9981600642204285,is_project_extreme,2.1300411224365234,Increases exit risk
235,0.7179506421089172,risk_score_raw,1.2319295406341553,Increases exit risk
236,0.9880335330963135,risk_score_raw,1.5478426218032837,Increases exit risk
237,0.9964698553085327,is_project_extreme,2.0694668292999268,Increases exit risk
238,0.9974435567855835,is_project_extreme,2.1838176250457764,Increases exit risk
239,0.9961842894554138,is_project_extreme,2.039388656616211,Increases exit risk
240,0.9997174143791199,satisfaction_level,4.604631423950195,Increases exit risk
241,0.999901533126831,satisfaction_level,3.68595814704895,Increases exit risk
242,0.9974057078361511,is_project_extreme,2.3486266136169434,Increases exit risk
243,0.9951777458190918,is_project_extreme,1.9988293647766113,Increases exit risk
244,0.9979650974273682,is_project_extreme,2.1753106117248535,Increases exit risk
245,0.9817620515823364,time_spend_company,1.5378888845443726,Increases exit risk
246,0.997338593006134,is_project_extreme,2.353799343109131,Increases exit risk
247,0.9944239258766174,is_project_extreme,2.0797927379608154,Increases exit risk
248,0.9962565898895264,is_project_extreme,2.1210644245147705,Increases exit risk
249,0.9819732904434204,time_spend_company,1.4753751754760742,Increases exit risk
250,0.9997808337211609,satisfaction_level,4.0002899169921875,Increases exit risk
251,0.989713191986084,risk_score_raw,1.5112805366516113,Increases exit risk
252,0.9925240874290466,risk_score_raw,1.5123769044876099,Increases exit risk
253,0.9371087551116943,number_project,3.042404890060425,Increases exit risk
254,0.9930586814880371,satisfaction_x_evaluation,1.6342103481292725,Increases exit risk
255,0.8261649012565613,is_project_extreme,0.9189486503601074,Increases exit risk
256,0.9954330921173096,is_project_extreme,2.092566728591919,Increases exit risk
257,0.9976955056190491,satisfaction_level,4.835136413574219,Increases exit risk
258,0.9945835471153259,is_project_extreme,2.0627810955047607,Increases exit risk
259,0.9861572980880737,risk_score_raw,1.5768319368362427,Increases exit risk
260,0.998412013053894,satisfaction_level,4.416062831878662,Increases exit risk
261,0.990869402885437,is_project_extreme,2.1989598274230957,Increases exit risk
262,0.9912746548652649,risk_score_raw,1.4494397640228271,Increases exit risk
263,0.9960677623748779,is_project_extreme,2.332315683364868,Increases exit risk
264,0.9980327486991882,satisfaction_level,4.494871139526367,Increases exit risk
265,0.9969061017036438,is_project_extreme,2.3343310356140137,Increases exit risk
266,0.9891257286071777,risk_score_raw,1.66838800907135,Increases exit risk
267,0.9981572031974792,satisfaction_level,4.476682662963867,Increases exit risk
268,0.993081271648407,is_project_extreme,2.0994856357574463,Increases exit risk
269,0.9951037168502808,is_project_extreme,2.054302215576172,Increases exit risk
270,0.6532038450241089,is_project_extreme,0.5836324691772461,Increases exit risk
271,0.9967118501663208,is_project_extreme,2.0260062217712402,Increases exit risk
272,0.9981603026390076,satisfaction_level,4.4365458488464355,Increases exit risk
273,0.9903132915496826,risk_score_raw,1.4385708570480347,Increases exit risk
274,0.9998453855514526,satisfaction_level,4.074696063995361,Increases exit risk
275,0.9983078241348267,satisfaction_level,4.501294136047363,Increases exit risk
276,0.9884312152862549,risk_score_raw,1.3465044498443604,Increases exit risk
277,0.9980012774467468,satisfaction_level,4.788578510284424,Increases exit risk
278,0.9802891612052917,risk_score_raw,1.6439706087112427,Increases exit risk
279,0.9982311129570007,satisfaction_level,4.516809940338135,Increases exit risk
280,0.6552584171295166,time_spend_company,-1.4128694534301758,Reduces exit risk
281,0.9985174536705017,satisfaction_level,4.51957893371582,Increases exit risk
282,0.9664998650550842,average_montly_hours,4.271780014038086,Increases exit risk
283,0.9884594082832336,risk_score_raw,1.271776795387268,Increases exit risk
284,0.9997460246086121,satisfaction_level,4.314218521118164,Increases exit risk
285,0.9958928823471069,is_project_extreme,2.008404016494751,Increases exit risk
286,0.9954362511634827,is_project_extreme,1.9926031827926636,Increases exit risk
287,0.9998170733451843,satisfaction_level,4.094669342041016,Increases exit risk
288,0.9996803998947144,satisfaction_level,3.8146464824676514,Increases exit risk
289,0.9918670058250427,time_spend_company,1.5760152339935303,Increases exit risk
290,0.9965165853500366,is_project_extreme,2.018355369567871,Increases exit risk
291,0.9979742169380188,is_project_extreme,2.0250627994537354,Increases exit risk
292,0.9915491342544556,risk_score_raw,1.6582224369049072,Increases exit risk
293,0.9957861304283142,is_project_extreme,2.148294687271118,Increases exit risk
294,0.9997770190238953,satisfaction_level,4.310781955718994,Increases exit risk
295,0.9987291693687439,satisfaction_level,4.942591190338135,Increases exit risk
296,0.994051992893219,is_project_extreme,2.0597143173217773,Increases exit risk
297,0.9951530694961548,is_project_extreme,2.1362903118133545,Increases exit risk
298,0.9961215853691101,is_project_extreme,2.1416518688201904,Increases exit risk
299,0.9975447058677673,is_project_extreme,2.1962201595306396,Increases exit risk
300,0.986801028251648,risk_score_raw,1.6517682075500488,Increases exit risk
301,0.994149923324585,is_project_extreme,2.0445597171783447,Increases exit risk
302,0.8757742643356323,last_evaluation,1.6838479042053223,Increases exit risk
303,0.9997898936271667,satisfaction_level,4.509841442108154,Increases exit risk
304,0.9949256181716919,is_project_extreme,2.063088893890381,Increases exit risk
305,0.9889622330665588,risk_score_raw,1.791185975074768,Increases exit risk
306,0.99562007188797,is_project_extreme,2.045985698699951,Increases exit risk
307,0.995159924030304,is_project_extreme,2.368335008621216,Increases exit risk
308,0.9967448711395264,satisfaction_level,5.9534993171691895,Increases exit risk
309,0.9947499632835388,is_project_extreme,2.1222236156463623,Increases exit risk
310,0.9984550476074219,satisfaction_level,4.492806434631348,Increases exit risk
311,0.9999479055404663,satisfaction_level,3.7398619651794434,Increases exit risk
312,0.9998905658721924,satisfaction_level,3.712252378463745,Increases exit risk
313,0.9978888630867004,is_project_extreme,2.3102023601531982,Increases exit risk
314,0.9978146553039551,is_project_extreme,2.1761412620544434,Increases exit risk
315,0.9981495141983032,satisfaction_level,4.584874629974365,Increases exit risk
316,0.9685728549957275,risk_score_raw,1.3762763738632202,Increases exit risk
317,0.9979701638221741,is_project_extreme,2.0240297317504883,Increases exit risk
318,0.9976072311401367,is_project_extreme,2.3486266136169434,Increases exit risk
319,0.999053418636322,satisfaction_level,4.364111423492432,Increases exit risk
320,0.998672604560852,is_project_extreme,2.0630784034729004,Increases exit risk
321,0.9947655200958252,is_project_extreme,2.341060161590576,Increases exit risk
322,0.9902612566947937,time_spend_company,1.4271705150604248,Increases exit risk
323,0.766747236251831,is_project_extreme,1.1898047924041748,Increases exit risk
324,0.9995176792144775,satisfaction_level,4.334808349609375,Increases exit risk
325,0.9962571859359741,is_project_extreme,2.135594367980957,Increases exit risk
326,0.9980159997940063,is_project_extreme,2.067534923553467,Increases exit risk
327,0.9921614527702332,is_project_extreme,1.9940106868743896,Increases exit risk
328,0.99348384141922,satisfaction_x_evaluation,1.3597861528396606,Increases exit risk
329,0.9987232089042664,satisfaction_level,4.40159273147583,Increases exit risk
330,0.9971383810043335,is_project_extreme,2.2079761028289795,Increases exit risk
331,0.9946164488792419,is_project_extreme,2.001795768737793,Increases exit risk
332,0.9999184608459473,satisfaction_level,3.858126401901245,Increases exit risk
333,0.9984915256500244,satisfaction_level,4.530259132385254,Increases exit risk
334,0.9950348138809204,is_project_extreme,2.1009180545806885,Increases exit risk
335,0.9998207688331604,satisfaction_level,4.003565788269043,Increases exit risk
336,0.994086742401123,is_project_extreme,2.1072287559509277,Increases exit risk
337,0.9743412733078003,risk_score_raw,1.4952319860458374,Increases exit risk
338,0.9955614805221558,is_project_extreme,2.190284490585327,Increases exit risk
339,0.9952925443649292,is_project_extreme,1.9892020225524902,Increases exit risk
340,0.9983965754508972,satisfaction_level,4.396829605102539,Increases exit risk
341,0.9999216794967651,satisfaction_level,3.863908052444458,Increases exit risk
342,0.9974485039710999,is_project_extreme,2.360084295272827,Increases exit risk
343,0.9959747195243835,risk_score_raw,1.5131237506866455,Increases exit risk
344,0.9956055283546448,is_project_extreme,1.955424189567566,Increases exit risk
345,0.991874635219574,is_project_extreme,2.037137985229492,Increases exit risk
346,0.9977275729179382,satisfaction_level,4.8582658767700195,Increases exit risk
347,0.995570719242096,risk_score_raw,1.6270525455474854,Increases exit risk
348,0.9986415505409241,satisfaction_level,4.417137622833252,Increases exit risk
349,0.999498724937439,satisfaction_level,3.974461793899536,Increases exit risk
350,0.9966397285461426,is_project_extreme,2.1338891983032227,Increases exit risk
351,0.9998528957366943,satisfaction_level,4.37782621383667,Increases exit risk
352,0.5188273191452026,risk_score_raw,0.8711243867874146,Increases exit risk
353,0.9901919364929199,satisfaction_x_evaluation,1.4003931283950806,Increases exit risk
354,0.9961181879043579,is_project_extreme,2.0122759342193604,Increases exit risk
355,0.8443765044212341,is_project_extreme,1.0525974035263062,Increases exit risk
356,0.9969872832298279,is_project_extreme,2.056060314178467,Increases exit risk
357,0.995195209980011,is_project_extreme,1.990234613418579,Increases exit risk
358,0.9955816864967346,is_project_extreme,2.061770439147949,Increases exit risk
359,0.806883692741394,hours_per_project,-1.0658047199249268,Reduces exit risk
360,0.9987585544586182,satisfaction_level,4.533470153808594,Increases exit risk
361,0.9998090863227844,satisfaction_level,4.036643028259277,Increases exit risk
362,0.9846760630607605,risk_score_raw,1.5048635005950928,Increases exit risk
363,0.9960110187530518,is_project_extreme,2.0617218017578125,Increases exit risk
364,0.9850572943687439,time_spend_company,1.5502816438674927,Increases exit risk
365,0.9931026697158813,is_project_extreme,2.03700590133667,Increases exit risk
366,0.9746463894844055,risk_score_raw,1.2322347164154053,Increases exit risk
367,0.9986622333526611,satisfaction_level,4.592784881591797,Increases exit risk
368,0.9980990290641785,is_project_extreme,2.0980098247528076,Increases exit risk
369,0.9924070239067078,time_spend_company,1.571387529373169,Increases exit risk
370,0.9983988404273987,satisfaction_level,4.814970970153809,Increases exit risk
371,0.990649402141571,is_project_extreme,2.148488998413086,Increases exit risk
372,0.9967959523200989,is_project_extreme,1.9685728549957275,Increases exit risk
373,0.9959325194358826,is_project_extreme,2.0113525390625,Increases exit risk
374,0.9879079461097717,is_project_extreme,1.9761537313461304,Increases exit risk
375,0.9899279475212097,risk_score_raw,1.5614871978759766,Increases exit risk
376,0.991619348526001,time_spend_company,1.5311384201049805,Increases exit risk
377,0.9745383858680725,average_montly_hours,5.1711578369140625,Increases exit risk
378,0.9916039109230042,is_project_extreme,2.1105988025665283,Increases exit risk
379,0.6484835147857666,is_project_extreme,-1.105589509010315,Reduces exit risk
380,0.9827964305877686,time_spend_company,1.5432367324829102,Increases exit risk
381,0.993529736995697,is_project_extreme,2.0358388423919678,Increases exit risk
382,0.9974668025970459,is_project_extreme,2.0575802326202393,Increases exit risk
383,0.9950053095817566,is_project_extreme,2.053460121154785,Increases exit risk
384,0.9929630160331726,is_project_extreme,2.0629994869232178,Increases exit risk
385,0.9528880715370178,is_project_extreme,2.061835765838623,Increases exit risk
386,0.9941071271896362,risk_score_raw,1.5440422296524048,Increases exit risk
387,0.9997852444648743,satisfaction_level,4.0121026039123535,Increases exit risk
388,0.9986262321472168,satisfaction_level,4.50487756729126,Increases exit risk
389,0.994139552116394,is_project_extreme,2.041889190673828,Increases exit risk
390,0.9893381595611572,is_project_extreme,2.0376689434051514,Increases exit risk
391,0.9942368268966675,time_spend_company,1.5652896165847778,Increases exit risk
392,0.9960078001022339,is_project_extreme,2.0867176055908203,Increases exit risk
393,0.9971318244934082,risk_score_raw,1.5665991306304932,Increases exit risk
